"Date of Download: 2023-08-09_15:19:08"
"Search Parameters: Data Level:all  Trait List:  Trial List:11385,11386,11450,11451,11453,11454,11455,11458,11460,10549,10548,11461  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Cassava anthracnose disease severity|month 5|COMP:0000273","Cassava anthracnose disease severity|month 7|COMP:0000274","Cassava bacterial blight severity|month 5|COMP:0000271","Cassava bacterial blight severity|month 7|COMP:0000272","Red spider mite severity|month 5|COMP:0000319","branching level counting|CO_334:0000079","cassava anthractnose disease severity in 3-month|CO_334:0000218","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh shoot weight measurement in kg per plot|CO_334:0000016","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","non marketable root number counting|CO_334:0000168","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","red spider mite severity : visual 1-5|CO_334:0000044","red spider mite severity : visual 1-5|month 7|COMP:0000283","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","323528","GM3594-70","","plot","4827553","202074CQPEA_fran_rep1_GM3594-70_28","4","4","28","5","1","test","","","","","","","5","","","25.6125058823529","91","50.1111111111111","22.45","27.06","1","5","1","","5","3.05833333333333","","6","20","2","294.833333333333","248.166666666667","6","","","3","1","3","2","73","3001.66666666667","168.333333333333","0","19","2","1","1","3"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","323528","GM3594-70","","plot","4827562","202074CQPEA_fran_rep1_GM3594-70_5","1","1","5","5","4","test","","","","","","","4","","","24.4580781758957","103.666666666667","5.98148148148148","3.62","3.23","1","4","1","","1","0.776666666666667","","9","20","2","243","102","3","","","3","1","3","2","9","1076.66666666667","53.3333333333333","0","14","2","1","1","3"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","322010","GM3650-51","","plot","4827559","202074CQPEA_fran_rep1_GM3650-51_23","3","3","23","7","2","test","","","","","","","4","","","29.8375873273761","26.8333333333333","30.537037037037","8.68","16.49","1","3","1","","1","0.951666666666667","","6","20","2","205.5","154.166666666667","6","","","2","1","1","2","33","2228.33333333333","176.666666666667","0","20","1","1","1","2"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","322010","GM3650-51","","plot","4827576","202074CQPEA_fran_rep1_GM3650-51_26","4","4","26","7","1","test","","","","","","","4","","","28.3838461538461","26","36.5925925925926","9.11","19.76","1","3","1","","3","1.92","","5","20","2","210.333333333333","134.333333333333","6","","","2","1","1","2","57","2660","190","0","20","1","1","1","2"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","322010","GM3650-51","","plot","4827555","202074CQPEA_fran_rep1_GM3650-51_7","1","1","7","7","4","test","","","","","","","4","","","33.3548333333333","50.6","15.037037037037","5.45","8.12","1","3","1","","2","1.084","","4","20","3","201.4","117.2","5","","","2","1","1","2","18","1596","156","0","18","1","1","1","2"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","322010","GM3650-51","","plot","4827554","202074CQPEA_fran_rep1_GM3650-51_9","2","2","9","8","3","test","","","","","","","4","","","38.6169342251951","32.8","22.9814814814815","6.02","12.41","1","3","1","","2","1.346","","5","20","2","167","126.8","5","","","2","1","1","2","41","2048","254","0","19","1","1","1","2"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","1924690","LLANERA","","plot","4827566","202074CQPEA_fran_rep1_LLANERA_1","1","1","1","1","4","check","","","","","","","3","","","37.6465551839465","99","26.962962962963","17.56","14.56","1","5","1","","4","1.53166666666667","","16","20","1","272.5","183.666666666667","6","","","3","1","3","2","52","2263.33333333333","270","0","20","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","1924690","LLANERA","","plot","4827567","202074CQPEA_fran_rep1_LLANERA_12","2","2","12","5","3","check","","","","","","","1","","","19.2534615384615","249.5","3.92592592592593","3.78","2.12","1","3","1","","0","0","","12","20","3","322","255","2","","","3","1","3","2","8","1060","20","2","13","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","1924690","LLANERA","","plot","4827573","202074CQPEA_fran_rep1_LLANERA_22","3","3","22","6","2","check","","","","","","","3","","","29.7684638109305","71.5","15.1851851851852","11.44","8.2","1","5","1","","0","0.235","","10","20","2","282.5","196.333333333333","6","","","3","1","3","2","33","1225","96.6666666666667","1","19","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","1924690","LLANERA","","plot","4827578","202074CQPEA_fran_rep1_LLANERA_27","4","4","27","6","1","check","","","","","","","3","","","26.3734862385321","106","44.2592592592593","19.83","23.9","1","5","1","","5","2.28833333333333","","11","20","2","292.666666666667","298.166666666667","6","","","3","1","3","2","65","2706.66666666667","163.333333333333","0","20","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","211877","SM3106-14","","plot","4827552","202074CQPEA_fran_rep1_SM3106-14_14","2","2","14","3","3","test","","","","","","","4","","","28.7371767810026","59.2","32.537037037037","9.85","17.57","1","3","1","","3","1.816","","7","20","2","189","114.8","5","","","2","1","2","2","50","2454","180","0","18","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","211877","SM3106-14","","plot","4827572","202074CQPEA_fran_rep1_SM3106-14_2","1","1","2","2","4","test","","","","","","","4","","","31.6729566694987","63","24.2407407407407","4.94","13.09","1","3","1","","1","0.575","","8","20","3","163.333333333333","90.1666666666667","6","","","2","1","2","2","51","2153.33333333333","191.666666666667","0","19","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","211877","SM3106-14","","plot","4827558","202074CQPEA_fran_rep1_SM3106-14_20","3","3","20","4","2","test","","","","","","","4","","","30.9165464632455","54.6666666666667","44.8703703703704","9.17","24.23","1","3","1","","2","1.46833333333333","","7","20","2","202.666666666667","154.5","6","","","2","1","2","2","68","2626.66666666667","223.333333333333","0","20","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","211877","SM3106-14","","plot","4827565","202074CQPEA_fran_rep1_SM3106-14_30","4","4","30","3","1","test","","","","","","","4","","","30.838015936255","79.3333333333333","40.3888888888889","9.61","21.81","1","3","1","","3","1.39333333333333","","6","20","3","225.166666666667","206","6","","","2","1","2","2","68","2285","193.333333333333","3","20","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","310088","SM3553-27","","plot","4827551","202074CQPEA_fran_rep1_SM3553-27_10","2","2","10","7","3","test","","","","","","","3","","","40.87059437751","102.333333333333","26.6481481481481","9.23","14.39","1","4","1","","3","1.53166666666667","","6","20","2","198.166666666667","133.166666666667","6","","","3","1","2","1","45","2398.33333333333","323.333333333333","0","20","1","1","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","310088","SM3553-27","","plot","4827560","202074CQPEA_fran_rep1_SM3553-27_18","3","3","18","2","2","test","","","","","","","2","","","28.6094776748104","181.666666666667","34.1296296296296","10.04","18.43","1","4","2","","3","1.72833333333333","","10","20","2","250.333333333333","172.166666666667","6","","","3","1","2","1","41","2133.33333333333","155","0","19","1","1","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","310088","SM3553-27","","plot","4827571","202074CQPEA_fran_rep1_SM3553-27_31","4","4","31","2","1","test","","","","","","","3","","","28.6714173228346","46.3333333333333","48.9444444444444","15.64","26.43","1","3","1","","5","3.14833333333333","","9","20","2","270.333333333333","246.5","6","","","3","1","2","1","74","2740","200","0","20","1","1","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","310088","SM3553-27","","plot","4827574","202074CQPEA_fran_rep1_SM3553-27_8","1","1","8","8","4","test","","","","","","","1","","","31.1128166666666","181.166666666667","32.037037037037","8.68","17.3","1","4","1","","2","1.53833333333333","","8","20","2","244.833333333333","217.5","6","","","3","1","2","1","37","2188.33333333333","188.333333333333","0","19","1","1","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","323155","SM3677-74","","plot","4827547","202074CQPEA_fran_rep1_SM3677-74_13","2","2","13","4","3","test","","","","","","","3","","","25.9721826809015","88.5","16.5740740740741","5.87","8.95","1","3","1","","0","0.141666666666667","","5","20","3","212.333333333333","122.666666666667","6","","","3","1","2","1","46","1491.66666666667","86.6666666666667","0","20","2","1","1","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","323155","SM3677-74","","plot","4827548","202074CQPEA_fran_rep1_SM3677-74_21","3","3","21","5","2","test","","","","","","","3","","","28.7267713976164","109","18.4444444444444","6.95","9.96","1","4","1","","0","0.0783333333333333","","7","20","2","269.166666666667","166","6","","","3","1","2","1","49","1660","121.666666666667","2","17","2","1","1","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","323155","SM3677-74","","plot","4827568","202074CQPEA_fran_rep1_SM3677-74_29","4","4","29","4","1","test","","","","","","","4","","","26.9496041470311","77.25","23.5","8.63","12.69","1","4","1","","4","2.1175","","7","20","2","286.5","235.25","4","","","3","1","2","1","39","2832.5","180","0","20","2","1","1","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10548","202074CQPEA_fran","202074CQPEA_fran","RCBD","","","","no","no","2020-November-06","2021-November-21","456","Francisco Pizarro","323155","SM3677-74","","plot","4827575","202074CQPEA_fran_rep1_SM3677-74_6","1","1","6","6","4","test","","","","","","","4","","","35.7702247191011","143","6.46296296296296","1.65","3.49","1","5","1","","3","1.86","","6","20","1","324","98","1","","","3","1","2","1","8","3000","330","0","11","2","1","1","5"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","139257","CG1141-1","","plot","6385758","201781CQPRC_tuma_rep1_CG1141-1_13","1","1","13","1","13","check","","1","1","1","1","1","","1","1","32.3825547445255","46","33.5740740740741","","18.13","","4","1","","5","3.32","","23","20","4","129","","6","1","1","3","","","","31","3.02","0.28","","11","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","152748","CM9456-12","","plot","6385791","201781CQPRC_tuma_rep1_CM9456-12_7","1","1","7","1","7","test","","1","1","1","1","1","","1","1","33.8978823529412","53","23.0925925925926","","12.47","","4","1","","2","1.31","","50","20","4","166","","6","1","1","3","","","","26","1.89","0.19","","17","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","2257835","CMB8527","","plot","6385782","201781CQPRC_tuma_rep1_CMB8527_5","1","1","5","1","5","test","","1","1","1","1","1","","1","1","29.2176712328767","51","17.6296296296296","","9.52","","4","1","","1","0.7","","58","20","4","174","","6","1","1","3","","","","35","1.58","0.12","","18","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","139299","COL2215","","plot","6385783","201781CQPRC_tuma_rep1_COL2215_11","1","1","11","1","11","check","","1","1","1","1","1","","1","1","32.5384126984127","104","42.7592592592593","","23.09","","4","1","","3","3.07","","56","20","4","214","","6","1","1","3","","","","29","2.78","0.26","","16","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","2175624","Eco-Blanca","","plot","6385769","201781CQPRC_tuma_rep1_Eco-Blanca_10","1","1","10","1","10","check","","1","1","1","1","1","","1","1","27.3550704225352","118","4.24074074074074","","2.29","","3","1","","0","0","","29","20","3","179","","3","1","1","3","","","","8","0.76","0.05","","5","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","283566","GM1692-56","","plot","6385787","201781CQPRC_tuma_rep1_GM1692-56_6","1","1","6","1","6","test","","1","1","1","1","1","","1","1","35.7633590733591","77","50.3333333333333","","27.18","","5","1","","8","7.13","","90","20","5","230","","6","1","1","3","","","","44","2.91","0.32","","14","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","166651","GM214-62","","plot","6385775","201781CQPRC_tuma_rep1_GM214-62_8","1","1","8","1","8","test","","1","1","1","1","1","","1","1","38.3903787878788","94","57.3703703703704","","30.98","","4","1","","1","0.81","","88","20","4","255","","6","1","1","3","","","","45","3.01","0.37","","17","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","309095","GM3790-2","","plot","6385773","201781CQPRC_tuma_rep1_GM3790-2_4","1","1","4","1","4","test","","1","1","1","1","1","","1","1","32.6332075471698","86","30.6296296296296","","16.54","","4","1","","1","0.96","","83","20","4","195","","6","1","1","3","","","","30","2.34","0.22","","18","","","1","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","140368","SM1127-8","","plot","6385779","201781CQPRC_tuma_rep1_SM1127-8_9","1","1","9","1","9","test","","1","1","1","1","1","","1","1","33.2533846153846","107","24.3148148148148","","13.13","","4","1","","0","0","","86","20","4","210","","6","1","1","3","","","","39","2.16","0.21","","19","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","211877","SM3106-14","","plot","6385764","201781CQPRC_tuma_rep1_SM3106-14_3","1","1","3","1","3","test","","1","1","1","1","1","","1","1","34.445720164609","113","41.8333333333333","","22.59","","4","1","","0","0","","88","20","4","217","","6","1","1","2","","","","54","2.71","0.28","","16","","","1","1"," (Operator: lizbethpino, Time: )"
